person_odid,person_name,movies,detail,image_url,wiki_race_tag_actors,wiki_race_tag_directors,gender,tmdb_id,DOB,race_predicted,race4_predicted,gender_predicted,age_predicted,race_scores_fair,race_scores_fair_4,age_scores_fair,gender_scores_fair,in_actorlist,in_directorlist
190420401,Jon Landau,['Titanic'],"{'adult': False, 'gender': 2, 'id': 8529, 'known_for_department': 'Production', 'name': 'Jon Landau', 'original_name': 'Jon Landau', 'popularity': 0.1746, 'profile_path': '/9KKHK9oiK87aqahsLazQr4Lvyq4.jpg', 'known_for': [{'adult': False, 'backdrop_path': '/vL5LR6WdxWPjLPFRLe133jXWsh5.jpg', 'id': 19995, 'title': 'Avatar', 'original_title': 'Avatar', 'overview': 'In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.', 'poster_path': '/gKY6q7SjCkAU6FqvqWybDYgUKIF.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [28, 12, 14, 878], 'popularity': 21.6101, 'release_date': '2009-12-15', 'video': False, 'vote_average': 7.594, 'vote_count': 32696}, {'adult': False, 'backdrop_path': '/tupgjqhWx5oieQrdyesO3aclUX9.jpg', 'id': 597, 'title': 'Titanic', 'original_title': 'Titanic', 'overview': ""101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912."", 'poster_path': '/9xjZS2rlVxm8SFx8kPC3aIGCOYQ.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [18, 10749], 'popularity': 21.7272, 'release_date': '1997-11-18', 'video': False, 'vote_average': 7.9, 'vote_count': 26388}, {'adult': False, 'backdrop_path': '/8rpDcsfLJypbO6vREc0547VKqEv.jpg', 'id': 76600, 'title': 'Avatar: The Way of Water', 'original_title': 'Avatar: The Way of Water', 'overview': 'Set more than a decade after the events of the first film, learn the story of the Sully family (Jake, Neytiri, and their kids), the trouble that follows them, the lengths they go to keep each other safe, the battles they fight to stay alive, and the tragedies they endure.', 'poster_path': '/t6HIqrRAclMCA60NsSmeqe9RmNV.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [28, 12, 878], 'popularity': 40.3173, 'release_date': '2022-12-14', 'video': False, 'vote_average': 7.6, 'vote_count': 12948}]}",https://image.tmdb.org/t/p/w500/9KKHK9oiK87aqahsLazQr4Lvyq4.jpg,,,2.0,8529,1960-07-23,White,White,Male,50-59,"[0.6419616341590881, 0.0014556554378941655, 0.3023461103439331, 0.0005227683577686548, 0.0007805381319485605, 0.02749629318714142, 0.025437092408537865]","[0.7859734296798706, 0.0026380105409771204, 0.0006853266968391836, 0.2107032835483551]","[0.00015863119915593415, 0.0001288059720536694, 0.0013138684444129467, 0.00022156776685733348, 0.0010608991142362356, 0.01966402493417263, 0.5918137431144714, 0.3803612291812897, 0.0052772406488657]","[0.9999508857727051, 4.909083145321347e-05]",False,True
195610401,Eric McLeod,['Pirates of the Caribbean: Dead Man’s Chest'],"{'adult': False, 'gender': 2, 'id': 2445, 'known_for_department': 'Production', 'name': 'Eric McLeod', 'original_name': 'Eric McLeod', 'popularity': 1.1622, 'profile_path': None, 'known_for': [{'adult': False, 'backdrop_path': '/vr6n6ZFUZvedvIlhfYcbCWcaKyW.jpg', 'id': 58, 'title': ""Pirates of the Caribbean: Dead Man's Chest"", 'original_title': ""Pirates of the Caribbean: Dead Man's Chest"", 'overview': ""Captain Jack Sparrow races to recover the heart of Davy Jones to avoid enslaving his soul to Jones' service, as other friends and foes seek the heart for their own agenda as well."", 'poster_path': '/lAhcKRt0ggTFkeFL95jrGQYaRXs.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [12, 14, 28], 'popularity': 19.471, 'release_date': '2006-07-06', 'video': False, 'vote_average': 7.371, 'vote_count': 16638}, {'adult': False, 'backdrop_path': '/1jHxkVXMI5s3vRiyiZooUy1shB5.jpg', 'id': 285, 'title': ""Pirates of the Caribbean: At World's End"", 'original_title': ""Pirates of the Caribbean: At World's End"", 'overview': ""Will Turner and Elizabeth Swann join forces with the revived Captain Barbossa to free Jack Sparrow from Davy Jones' locker. The group must navigate dangerous waters, confront many foes and, ultimately, choose sides in a battle wherein piracy itself hangs in the balance."", 'poster_path': '/jGWpG4YhpQwVmjyHEGkxEkeRf0S.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [12, 14, 28], 'popularity': 15.9669, 'release_date': '2007-05-19', 'video': False, 'vote_average': 7.263, 'vote_count': 14967}, {'adult': False, 'backdrop_path': '/2YJOXPl4QtCskixYA58ToyCXEW0.jpg', 'id': 787, 'title': 'Mr. & Mrs. Smith', 'original_title': 'Mr. & Mrs. Smith', 'overview': 'A husband and wife struggle to keep their marriage alive until they realize they are both secretly working as assassins. Now, their respective assignments require them to kill each other.', 'poster_path': '/kjD700RtyhveN3ZbOnSvUSne0Qj.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [28, 35, 18, 53], 'popularity': 7.9409, 'release_date': '2005-06-07', 'video': False, 'vote_average': 6.686, 'vote_count': 10829}]}",,,,2.0,2445,,,,,,,,,,False,True
203230401,Emma Thomas,['The Dark Knight'],"{'adult': False, 'gender': 1, 'id': 556, 'known_for_department': 'Production', 'name': 'Emma Thomas', 'original_name': 'Emma Thomas', 'popularity': 1.0226, 'profile_path': '/utc1PS6WVWR5tknzTJqXtnD0kBp.jpg', 'known_for': [{'adult': False, 'backdrop_path': '/8ZTVqvKDQ8emSGUEMjsS4yHAwrp.jpg', 'id': 27205, 'title': 'Inception', 'original_title': 'Inception', 'overview': 'Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person\'s idea into a target\'s subconscious.', 'poster_path': '/ljsZTbVsrQSqZgWeep2B1QiDKuh.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [28, 878, 12], 'popularity': 24.9932, 'release_date': '2010-07-15', 'video': False, 'vote_average': 8.4, 'vote_count': 38074}, {'adult': False, 'backdrop_path': '/5XNQBqnBwPA9yT0jZ0p3s8bbLh0.jpg', 'id': 157336, 'title': 'Interstellar', 'original_title': 'Interstellar', 'overview': 'The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.', 'poster_path': '/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [12, 18, 878], 'popularity': 72.2757, 'release_date': '2014-11-05', 'video': False, 'vote_average': 8.5, 'vote_count': 38052}, {'adult': False, 'backdrop_path': '/6fA9nie4ROlkyZAUlgKNjGNCbHG.jpg', 'id': 155, 'title': 'The Dark Knight', 'original_title': 'The Dark Knight', 'overview': 'Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.', 'poster_path': '/qJ2tW6WMUDux911r6m7haRef0WH.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [18, 28, 80, 53], 'popularity': 32.9421, 'release_date': '2008-07-16', 'video': False, 'vote_average': 8.524, 'vote_count': 34536}]}",https://image.tmdb.org/t/p/w500/utc1PS6WVWR5tknzTJqXtnD0kBp.jpg,,White,1.0,556,1971-12-09,White,White,Female,30-39,"[0.9998739957809448, 1.649048613217019e-07, 7.004110375419259e-05, 4.2814815515157534e-07, 8.122647159325425e-07, 5.979924480925547e-06, 4.8546695325057954e-05]","[0.9999114274978638, 7.328505944315111e-06, 5.712014171876945e-06, 7.562438986497e-05]","[1.224496344320869e-07, 1.1326793355692644e-05, 0.00337759661488235, 0.22349956631660461, 0.5005591511726379, 0.25991329550743103, 0.012334009632468224, 0.00028605046099983156, 1.889476516225841e-05]","[0.0008492634515278041, 0.9991507530212402]",False,True
203240401,Charles Roven,['The Dark Knight'],"{'adult': False, 'gender': 2, 'id': 282, 'known_for_department': 'Production', 'name': 'Charles Roven', 'original_name': 'Charles Roven', 'popularity': 0.5971, 'profile_path': '/5fxOnoI6jKicdLBtbeumKxxV9Jp.jpg', 'known_for': [{'adult': False, 'backdrop_path': '/6fA9nie4ROlkyZAUlgKNjGNCbHG.jpg', 'id': 155, 'title': 'The Dark Knight', 'original_title': 'The Dark Knight', 'overview': 'Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.', 'poster_path': '/qJ2tW6WMUDux911r6m7haRef0WH.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [18, 28, 80, 53], 'popularity': 32.9421, 'release_date': '2008-07-16', 'video': False, 'vote_average': 8.524, 'vote_count': 34536}, {'adult': False, 'backdrop_path': '/y2DB71C4nyIdMrANijz8mzvQtk6.jpg', 'id': 49026, 'title': 'The Dark Knight Rises', 'original_title': 'The Dark Knight Rises', 'overview': ""Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy."", 'poster_path': '/hr0L2aueqlP2BYUblTTjmtn0hw4.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [28, 80, 18, 53], 'popularity': 12.7881, 'release_date': '2012-07-17', 'video': False, 'vote_average': 7.787, 'vote_count': 23608}, {'adult': False, 'backdrop_path': '/ew5FcYiRhTYNJAkxoVPMNlCOdVn.jpg', 'id': 272, 'title': 'Batman Begins', 'original_title': 'Batman Begins', 'overview': 'Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.', 'poster_path': '/sPX89Td70IDDjVr85jdSBb4rWGr.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [18, 80, 28], 'popularity': 14.291, 'release_date': '2005-06-10', 'video': False, 'vote_average': 7.718, 'vote_count': 21867}]}",https://image.tmdb.org/t/p/w500/5fxOnoI6jKicdLBtbeumKxxV9Jp.jpg,,,2.0,282,1949-08-02,White,White,Male,60-69,"[0.9777015447616577, 1.992965735553298e-05, 0.0010739112040027976, 8.253275154856965e-05, 6.38590136077255e-05, 0.00018229843408335, 0.020875949412584305]","[0.9993471503257751, 3.891314554493874e-05, 0.0004542772367130965, 0.00015960187010932714]","[1.5805217117303982e-05, 1.7989099433179945e-05, 0.00014542482676915824, 0.00015879920101724565, 0.0011531072668731213, 0.016098221763968468, 0.4428931772708893, 0.48341140151023865, 0.05610601603984833]","[0.999847412109375, 0.00015260586224030703]",False,True
203250401,Jonathan Nolan,['The Dark Knight'],"{'adult': False, 'gender': 2, 'id': 527, 'known_for_department': 'Writing', 'name': 'Jonathan Nolan', 'original_name': 'Jonathan Nolan', 'popularity': 1.3166, 'profile_path': '/qd8d381vz2skpreY1BfVuSfLJts.jpg', 'known_for': [{'adult': False, 'backdrop_path': '/5XNQBqnBwPA9yT0jZ0p3s8bbLh0.jpg', 'id': 157336, 'title': 'Interstellar', 'original_title': 'Interstellar', 'overview': 'The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.', 'poster_path': '/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [12, 18, 878], 'popularity': 72.2757, 'release_date': '2014-11-05', 'video': False, 'vote_average': 8.5, 'vote_count': 38052}, {'adult': False, 'backdrop_path': '/6fA9nie4ROlkyZAUlgKNjGNCbHG.jpg', 'id': 155, 'title': 'The Dark Knight', 'original_title': 'The Dark Knight', 'overview': 'Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.', 'poster_path': '/qJ2tW6WMUDux911r6m7haRef0WH.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [18, 28, 80, 53], 'popularity': 32.9421, 'release_date': '2008-07-16', 'video': False, 'vote_average': 8.5, 'vote_count': 34536}, {'adult': False, 'backdrop_path': '/y2DB71C4nyIdMrANijz8mzvQtk6.jpg', 'id': 49026, 'title': 'The Dark Knight Rises', 'original_title': 'The Dark Knight Rises', 'overview': ""Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy."", 'poster_path': '/hr0L2aueqlP2BYUblTTjmtn0hw4.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [28, 80, 18, 53], 'popularity': 12.7881, 'release_date': '2012-07-17', 'video': False, 'vote_average': 7.8, 'vote_count': 23608}]}",https://image.tmdb.org/t/p/w500/qd8d381vz2skpreY1BfVuSfLJts.jpg,,White,2.0,527,1976-06-06,White,White,Male,30-39,"[0.9978367686271667, 1.1441644346632529e-05, 0.001221241895109415, 5.5455406254623085e-05, 4.4975633500143886e-05, 1.1647454812191427e-05, 0.0008185205515474081]","[0.9996103644371033, 0.00011891842586919665, 0.0001525944098830223, 0.00011813294986495748]","[4.078947881680506e-07, 5.427675205282867e-06, 0.001792859984561801, 0.2975899279117584, 0.6132454872131348, 0.0854300931096077, 0.001925059943459928, 1.0597613254503813e-05, 1.8042727845113404e-07]","[0.9999988079071045, 1.1838538966912893e-06]",False,True
203280401,Gary Kurtz,['Star Wars Ep. IV: A New Hope'],,,,,0.0,,,,,,,,,,,False,True
203290401,Camera Gilbert Taylor,['Star Wars Ep. IV: A New Hope'],,,,,0.0,,,,,,,,,,,False,True
203340401,Jeffrey Katzenberg,['Shrek 2'],"{'adult': False, 'gender': 2, 'id': 12062, 'known_for_department': 'Production', 'name': 'Jeffrey Katzenberg', 'original_name': 'Jeffrey Katzenberg', 'popularity': 0.1207, 'profile_path': '/vxcHjmckyO7HQwaFyrjoMWWQ9eP.jpg', 'known_for': [{'adult': False, 'backdrop_path': '/40Wtp7kMG6mZ4d5T1jfrd8qrvD4.jpg', 'id': 808, 'title': 'Shrek', 'original_title': 'Shrek', 'overview': ""It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey."", 'poster_path': '/o04jZs5SXhbvhqO4981W7KJXOWZ.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [16, 35, 14, 12, 10751], 'popularity': 23.1579, 'release_date': '2001-05-18', 'video': False, 'vote_average': 7.752, 'vote_count': 18033}, {'adult': False, 'backdrop_path': '/8ohobj5lAIbl5XWw11FywS3IRrS.jpg', 'id': 809, 'title': 'Shrek 2', 'original_title': 'Shrek 2', 'overview': ""Shrek, Fiona, and Donkey set off to Far, Far Away to meet Fiona's mother and father, the Queen and King. But not everyone is happily ever after. Shrek and the King find it difficult to get along, and there's tension in the marriage. The Fairy Godmother discovers that Fiona has married Shrek instead of her son Prince Charming and plots to destroy their marriage."", 'poster_path': '/2yYP0PQjG8zVqturh1BAqu2Tixl.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [16, 10751, 35, 14, 12, 10749], 'popularity': 12.833, 'release_date': '2004-05-19', 'video': False, 'vote_average': 7.303, 'vote_count': 12957}, {'adult': False, 'backdrop_path': '/16lk65YfrDFIr6evkWRjSeOOSws.jpg', 'id': 9479, 'title': 'The Nightmare Before Christmas', 'original_title': 'The Nightmare Before Christmas', 'overview': ""Tired of scaring humans every October 31 with the same old bag of tricks, Jack Skellington, the spindly king of Halloween Town, kidnaps Santa Claus and plans to deliver shrunken heads and other ghoulish gifts to children on Christmas morning. But as Christmas approaches, Jack's rag-doll girlfriend, Sally, tries to foil his misguided plans."", 'poster_path': '/oQffRNjK8e19rF7xVYEN8ew0j7b.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [14, 16, 10751], 'popularity': 33.2475, 'release_date': '1993-10-09', 'video': False, 'vote_average': 7.834, 'vote_count': 9944}]}",https://image.tmdb.org/t/p/w500/vxcHjmckyO7HQwaFyrjoMWWQ9eP.jpg,,White,2.0,12062,1950-12-21,White,White,Male,50-59,"[0.9033837914466858, 0.00040003046160563827, 0.038803450763225555, 3.968485179939307e-05, 5.8230354625266045e-05, 0.0002640221209730953, 0.05705059692263603]","[0.9996662139892578, 6.0921342083020136e-05, 1.838319076341577e-05, 0.00025452059344388545]","[4.836568336941127e-07, 2.9497869036276825e-07, 2.3960956241353415e-05, 0.00017690927779767662, 0.00621859822422266, 0.1700626164674759, 0.7038086652755737, 0.11830391734838486, 0.0014045757707208395]","[0.999998927116394, 1.1103084034402855e-06]",False,True
203350401,Aron Warner,['Shrek 2'],"{'adult': False, 'gender': 2, 'id': 12106, 'known_for_department': 'Production', 'name': 'Aron Warner', 'original_name': 'Aron Warner', 'popularity': 1.3733, 'profile_path': '/xufgIi9MJIuLmn3q4qi3AMmFtkM.jpg', 'known_for': [{'adult': False, 'backdrop_path': '/40Wtp7kMG6mZ4d5T1jfrd8qrvD4.jpg', 'id': 808, 'title': 'Shrek', 'original_title': 'Shrek', 'overview': ""It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey."", 'poster_path': '/o04jZs5SXhbvhqO4981W7KJXOWZ.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [16, 35, 14, 12, 10751], 'popularity': 23.1579, 'release_date': '2001-05-18', 'video': False, 'vote_average': 7.752, 'vote_count': 18033}, {'adult': False, 'backdrop_path': '/8ohobj5lAIbl5XWw11FywS3IRrS.jpg', 'id': 809, 'title': 'Shrek 2', 'original_title': 'Shrek 2', 'overview': ""Shrek, Fiona, and Donkey set off to Far, Far Away to meet Fiona's mother and father, the Queen and King. But not everyone is happily ever after. Shrek and the King find it difficult to get along, and there's tension in the marriage. The Fairy Godmother discovers that Fiona has married Shrek instead of her son Prince Charming and plots to destroy their marriage."", 'poster_path': '/2yYP0PQjG8zVqturh1BAqu2Tixl.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [16, 10751, 35, 14, 12, 10749], 'popularity': 12.833, 'release_date': '2004-05-19', 'video': False, 'vote_average': 7.303, 'vote_count': 12957}, {'adult': False, 'backdrop_path': '/wvXxKpFGXvQJRB0nvvfURhRD3C0.jpg', 'id': 810, 'title': 'Shrek the Third', 'original_title': 'Shrek the Third', 'overview': 'The King of Far Far Away has died and Shrek and Fiona are to become King & Queen. However, Shrek wants to return to his cozy swamp and live in peace and quiet, so when he finds out there is another heir to the throne, they set off to bring him back to rule the kingdom.', 'poster_path': '/n4SexGGQzI26E269tfpa80MZaGV.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [14, 12, 16, 35, 10751], 'popularity': 11.8082, 'release_date': '2007-05-17', 'video': False, 'vote_average': 6.299, 'vote_count': 9428}]}",https://image.tmdb.org/t/p/w500/xufgIi9MJIuLmn3q4qi3AMmFtkM.jpg,,,2.0,12106,1961-03-25,White,White,Male,50-59,"[0.9226744174957275, 4.274806997273117e-05, 0.0022392524406313896, 0.0008643401088193059, 0.0007858731551095843, 0.0008921072585508227, 0.07250125706195831]","[0.9946343898773193, 0.0007148177246563137, 0.0020188288763165474, 0.002631841227412224]","[0.005540220066905022, 0.0026420126669108868, 0.0030823664274066687, 0.001922491705045104, 0.026779642328619957, 0.274547278881073, 0.6020351052284241, 0.08186238259077072, 0.0015884967288002372]","[0.9999862909317017, 1.3656483133672737e-05]",False,True
203360401,John H. Williams,['Shrek 2'],"{'adult': False, 'gender': 2, 'id': 12107, 'known_for_department': 'Production', 'name': 'John H. Williams', 'original_name': 'John H. Williams', 'popularity': 0.1518, 'profile_path': '/fSx5xD1w4SmPByVyy9M4w5Dn434.jpg', 'known_for': [{'adult': False, 'backdrop_path': '/40Wtp7kMG6mZ4d5T1jfrd8qrvD4.jpg', 'id': 808, 'title': 'Shrek', 'original_title': 'Shrek', 'overview': ""It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey."", 'poster_path': '/o04jZs5SXhbvhqO4981W7KJXOWZ.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [16, 35, 14, 12, 10751], 'popularity': 23.1579, 'release_date': '2001-05-18', 'video': False, 'vote_average': 7.752, 'vote_count': 18033}, {'adult': False, 'backdrop_path': '/8ohobj5lAIbl5XWw11FywS3IRrS.jpg', 'id': 809, 'title': 'Shrek 2', 'original_title': 'Shrek 2', 'overview': ""Shrek, Fiona, and Donkey set off to Far, Far Away to meet Fiona's mother and father, the Queen and King. But not everyone is happily ever after. Shrek and the King find it difficult to get along, and there's tension in the marriage. The Fairy Godmother discovers that Fiona has married Shrek instead of her son Prince Charming and plots to destroy their marriage."", 'poster_path': '/2yYP0PQjG8zVqturh1BAqu2Tixl.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [16, 10751, 35, 14, 12, 10749], 'popularity': 12.833, 'release_date': '2004-05-19', 'video': False, 'vote_average': 7.303, 'vote_count': 12957}, {'adult': False, 'backdrop_path': '/wvXxKpFGXvQJRB0nvvfURhRD3C0.jpg', 'id': 810, 'title': 'Shrek the Third', 'original_title': 'Shrek the Third', 'overview': 'The King of Far Far Away has died and Shrek and Fiona are to become King & Queen. However, Shrek wants to return to his cozy swamp and live in peace and quiet, so when he finds out there is another heir to the throne, they set off to bring him back to rule the kingdom.', 'poster_path': '/n4SexGGQzI26E269tfpa80MZaGV.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [14, 12, 16, 35, 10751], 'popularity': 11.8082, 'release_date': '2007-05-17', 'video': False, 'vote_average': 6.299, 'vote_count': 9428}]}",https://image.tmdb.org/t/p/w500/fSx5xD1w4SmPByVyy9M4w5Dn434.jpg,,,2.0,12107,1953-06-17,White,White,Male,50-59,"[0.9924926161766052, 2.0032555312354816e-06, 0.003019531723111868, 2.330166353203822e-06, 3.322669499539188e-06, 7.707985787419602e-05, 0.004403241444379091]","[0.9997931122779846, 4.750166226585861e-06, 4.77235244034091e-06, 0.00019735675596166402]","[1.3432151718006935e-05, 1.2974985111213755e-05, 0.000330328824929893, 0.00029008922865614295, 0.00591540290042758, 0.15261337161064148, 0.7516679763793945, 0.08816513419151306, 0.000991201028227806]","[0.9997894167900085, 0.00021056298282928765]",False,True
203370401,Joe Stillman,['Shrek 2'],"{'adult': False, 'gender': 2, 'id': 12083, 'known_for_department': 'Writing', 'name': 'Joe Stillman', 'original_name': 'Joe Stillman', 'popularity': 0.2877, 'profile_path': '/2Ok9MB3Fl5yzlDLPK7atBocUG9o.jpg', 'known_for': [{'adult': False, 'backdrop_path': '/40Wtp7kMG6mZ4d5T1jfrd8qrvD4.jpg', 'id': 808, 'title': 'Shrek', 'original_title': 'Shrek', 'overview': ""It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey."", 'poster_path': '/o04jZs5SXhbvhqO4981W7KJXOWZ.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [16, 35, 14, 12, 10751], 'popularity': 23.1579, 'release_date': '2001-05-18', 'video': False, 'vote_average': 7.752, 'vote_count': 18033}, {'adult': False, 'backdrop_path': '/8ohobj5lAIbl5XWw11FywS3IRrS.jpg', 'id': 809, 'title': 'Shrek 2', 'original_title': 'Shrek 2', 'overview': ""Shrek, Fiona, and Donkey set off to Far, Far Away to meet Fiona's mother and father, the Queen and King. But not everyone is happily ever after. Shrek and the King find it difficult to get along, and there's tension in the marriage. The Fairy Godmother discovers that Fiona has married Shrek instead of her son Prince Charming and plots to destroy their marriage."", 'poster_path': '/2yYP0PQjG8zVqturh1BAqu2Tixl.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [16, 10751, 35, 14, 12, 10749], 'popularity': 12.833, 'release_date': '2004-05-19', 'video': False, 'vote_average': 7.303, 'vote_count': 12957}, {'adult': False, 'backdrop_path': '/wvXxKpFGXvQJRB0nvvfURhRD3C0.jpg', 'id': 810, 'title': 'Shrek the Third', 'original_title': 'Shrek the Third', 'overview': 'The King of Far Far Away has died and Shrek and Fiona are to become King & Queen. However, Shrek wants to return to his cozy swamp and live in peace and quiet, so when he finds out there is another heir to the throne, they set off to bring him back to rule the kingdom.', 'poster_path': '/n4SexGGQzI26E269tfpa80MZaGV.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [14, 12, 16, 35, 10751], 'popularity': 11.8082, 'release_date': '2007-05-17', 'video': False, 'vote_average': 6.299, 'vote_count': 9428}]}",https://image.tmdb.org/t/p/w500/2Ok9MB3Fl5yzlDLPK7atBocUG9o.jpg,,,2.0,12083,,Middle Eastern,White,Male,50-59,"[0.44039610028266907, 3.513842966640368e-05, 0.01609046384692192, 6.297208165051416e-05, 0.00019288953626528382, 0.0015699053183197975, 0.5416525602340698]","[0.9964939951896667, 0.00012079882435500622, 0.0019041612977162004, 0.0014811164001002908]","[0.00011515738879097626, 9.748129377840087e-05, 0.0004089016292709857, 0.0006284970440901816, 0.008269533514976501, 0.15600848197937012, 0.6961401700973511, 0.13230623304843903, 0.006025584880262613]","[0.9997288584709167, 0.0002711346896830946]",False,True
